event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,has_fatalities,event_week,event_month
SVK953,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Slovakia),Unknown,Slovakia,Trnavsky,Senica,Senica,48.6787,17.367,Dennik N,"On 7 March 2025, about 300 activists gathered for a rally in Senica, protesting against what they see as anti-democratic and pro-Russian behavior of the current PM, reasserting their European geopolitical orientation and calling for higher support for Ukraine.",0,False,2025-03-03/2025-03-09,2025-03
MEX100601,2025-03-07,2025,Strategic developments,Strategic developments,Looting/property destruction,Police Forces of Mexico (2018-) State Police,Unidentified Gang (Mexico),Mexico,Morelos,Ayala,Anenecuilco,18.7773,-98.989,Diario de Morelos; La Jornada,"Property destruction: Around 7 March 2025 (as reported), in Anenecuilco, Morelos, state police, ministerial federal police, military and National Guard officers seized and destroyed 420 marijuana plants in a building in Colonia Anenecuilco.",0,False,2025-03-03/2025-03-09,2025-03
MEX100605,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Morelos,Cuernavaca,Cuernavaca,18.9218,-99.2349,La Jornada,"On 7 March 2025, in Cuernavaca, Morelos, relatives and friends of a man who disappeared on 2 March 2025 blocked Cuernavaca-Tepoztlan federal road during three hours to demand the state government to locate him.",0,False,2025-03-03/2025-03-09,2025-03
SVK954,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Slovakia),Unknown,Slovakia,Nitriansky,Zlate Moravce,Zlate Moravce,48.382,18.3994,Aktualne (Slovakia),"On 7 March 2025, about 300 activists gathered for a rally in Zlate Moravce, protesting against what they see as anti-democratic and pro-Russian behavior of the current PM, reasserting their European geopolitical orientation and calling for higher support for Ukraine.",0,False,2025-03-03/2025-03-09,2025-03
MEX100608,2025-03-07,2025,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Mexico (2018-),Unidentified Gang (Mexico),Mexico,Nayarit,El Nayar,Santa Gertrudis,22.3938,-104.8477,La Jornada,"Property destruction: Around 7 March 2025 (as reported), near Santa Gertrudis, Nayarit, navy officers destroyed 15 poppy plantations of 68,500 m2.",0,False,2025-03-03/2025-03-09,2025-03
MEX100619,2025-03-07,2025,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mexico),Civilians (Mexico),Mexico,Nuevo Leon,Garcia,Garcia,25.8005,-100.5855,El Norte,"Property destruction: Around 7 March 2025 (as reported), in Garcia, Nuevo Leon, according to witnesses, two men entered the premises of Ruta 155 bus company and set eleven buses on fire.",0,False,2025-03-03/2025-03-09,2025-03
SVK955,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Slovakia),Unknown,Slovakia,Zilinsky,Liptovsky Mikulas,Liptovsky Mikulas,49.0831,19.6168,Aktualne (Slovakia),"On 7 March 2025, activists gathered for a rally in Liptovsky Mikulas, protesting against what they see as anti-democratic and pro-Russian behavior of the current PM, reasserting their European geopolitical orientation and calling for higher support for Ukraine.",0,False,2025-03-03/2025-03-09,2025-03
MEX100620,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Nuevo Leon,General Zuazua,General Zuazua,25.897,-100.1082,Milenio,"Around 7 March 2025 (as reported), in General Zuazua, Nuevo Leon, over 300 female students, teachers and mothers of 122 Antonio Ortiz Mena secondary school marched in Colonia Valle de Santa Elena to commemorate the International Women's Day. The demonstrators shouted slogans against gender violence and asked to make visible the problem of violence against women and their rights.",0,False,2025-03-03/2025-03-09,2025-03
SWE6682,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),Unknown,Sweden,Stockholms,Stockholm,Stockholm,59.3277,18.0684,Dennik N; SME,"On 7 March 2025, around 40 people, including Slovak community members, demonstrated in Stockholm to protest against the policies of Slovakia's fourth Fico government.",0,False,2025-03-03/2025-03-09,2025-03
MEX100625,2025-03-07,2025,Political violence,Violence against civilians,Attack,Unidentified Gang (Mexico),Civilians (Mexico),Mexico,Nuevo Leon,Juarez,Benito Juarez,25.6513,-100.106,Milenio,"Around 7 March 2025 (month of), in Benito Juarez, Nuevo Leon, a person was killed and the dismembered torso was found in an advanced state of decomposition on the path to Villa Juarez, between Las Sabinitas stream and La Piedad pantheon, in Colonia Coahuila. The authorities investigate whether this is related to the head that was found four km. away on 6 March 2025 (coded separately). 1 fatality.",1,True,2025-03-03/2025-03-09,2025-03
MEX100643,2025-03-07,2025,Political violence,Violence against civilians,Attack,Police Forces of Mexico (2018-) Ministerial Federal Police,Civilians (Mexico),Mexico,Oaxaca,Oaxaca de Juarez,Oaxaca de Juarez,17.06,-96.7255,El Proceso; La Jornada,"On 7 March 2025, in Oaxaca de Juarez, Oaxaca, officers of the State Agency of Investigations (AEI) of the State Attorney General's office detained and beat a journalist who was broadcasting a security operation at his family's business and the arrest of his relatives due suspected illegal activities. The injured journalist was released hours later and denounced to have been victim of a case of abuse of authority. 1 injured.",0,False,2025-03-03/2025-03-09,2025-03
SWE6685,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),Unknown,Sweden,Skane,Malmo,Malmo,55.6053,12.9994,Kvinnostrejk,"On 7 March 2025, Women's Strike movement activists demonstrated in Malmo, Skane, in support of women's rights and to oppose violence against women.",0,False,2025-03-03/2025-03-09,2025-03
MEX100648,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Oaxaca,Santa Maria Atzompa,Santa Maria Atzompa,17.1029,-96.7793,Quadratin Oaxaca,"Around 7 March 2025 (as reported), in Santa Maria Atzompa, Oaxaca, residents blocked the road to Atompa to protest against an illegal landfill.",0,False,2025-03-03/2025-03-09,2025-03
SWE6686,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),Unknown,Sweden,Stockholms,Norrtalje,Norrtalje,59.7591,18.7014,Kvinnostrejk,"On 7 March 2025, three Women's Strike movement activists demonstrated in Norrtalje, Stockholm, in support of women's rights and to oppose violence against women.",0,False,2025-03-03/2025-03-09,2025-03
MEX100664,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Puebla,Puebla,Heroica Puebla de Zaragoza,19.044,-98.1975,Milenio,"On 7 March 2025, in Heroica Puebla de Zaragoza, Puebla, members of road safety advocacy groups blocked Atlixcayotl road to demand the construction of a pedestrian walkway by the University Cultural Complex.",0,False,2025-03-03/2025-03-09,2025-03
MEX100675,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Quintana Roo,Bacalar,Bacalar,18.6782,-88.3924,La Verdad,"On 7 March 2025, in Bacalar, Quintana Roo, teachers protested at the city hall against the initiative of the Law of the Institute of Security and Social Services for State Workers (ISSSTE). This is part of a nationwide movement that included simultaneous demonstrations in other locations (coded separately).",0,False,2025-03-03/2025-03-09,2025-03
MEX100682,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Unknown,Mexico,Quintana Roo,Lazaro Cardenas,Kantunilkin,21.1013,-87.4866,La Verdad,"On 7 March 2025, in Kantunilkin, Quintana Roo, teachers protested at the city hall against the initiative of the Law of the Institute of Security and Social Services for State Workers (ISSSTE). This is part of a nationwide movement that included simultaneous demonstrations in other locations (coded separately).",0,False,2025-03-03/2025-03-09,2025-03
UKR212040,2025-03-07,2025,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Unknown,Ukraine,Kherson,Beryslavskyi,Novoraisk,47.0103,33.4867,Suspilne Media,"On 7 March 2025, Russian military forces hit (likely by artillery as the most common event) Novoraisk, Kherson. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
KOR40464,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),Unknown,South Korea,South Jeolla,Muan,Namak,34.8165,126.4722,No Cut News,"On 7 March 2025, protesters, including Justice Party, The National Association of Parents for Cham Education (NAPRE), Citizens' Coalition for Economic Justice (CCEJ) Mokpo branch, and Mokpo Cultural Solidarity, held a press conference and picketed at Jeollanam-do Provincial Council (Namak-ri, Samhyang-eup, Muan-gun). They demanded that the governor publicly apologize in front of the citizens for numerous instances of improper execution of the office management fees by government officials.",0,False,2025-03-03/2025-03-09,2025-03
UKR212043,2025-03-07,2025,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),Unknown,Ukraine,Kherson,Khersonskyi,Oleksandrivka,46.6138,32.112,Suspilne Media,"On 7 March 2025, Russian military forces hit (likely by artillery as the most common event) Oleksandrivka, Kherson. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
IND179311,2025-03-07,2025,Demonstrations,Riots,Violent demonstration,Rioters (India),Police Forces of India (2014-),India,Madhya Pradesh,Sehore,Baktara,22.9067,78.0145,Indo-Asian News Service,"On 7 March 2025, members of the Kirar community, an OBC group, blocked roads, set alight properties, threw stones at the police and held a demonstration with the corpse in Baktara town (Sehore district, Madhya Pradesh), against the murder of a boy from the community during a drunken dispute.",0,False,2025-03-03/2025-03-09,2025-03
IND179322,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Kerala,Malappuram,Malappuram,11.0401,76.0823,Times of India,"On 7 March 2025, auto drivers staged a protest by blocking busses on the Manjeri-Tirur route and took out a protest march to Malappuram town (Kerala) against the attacks on auto drivers by bus crew.",0,False,2025-03-03/2025-03-09,2025-03
IND179325,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Tamil Nadu,Chennai,Chennai,13.0878,80.2784,The Hindu,"On 7 March 2025, Samsung workers under the banner of CITU staged a protest in front of the factory in Sunguvarchatram town in Chennai city (Tamil Nadu) against the suspension of employees.",0,False,2025-03-03/2025-03-09,2025-03
IND179331,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.4855,76.9492,Deccan Herald,"On 7 March 2025, lawyers staged a protest at the Kerala High Court in Thiruvananthapuram city (Kerala) against a judge who insulted a woman lawyer, demanding apology in an open court.",0,False,2025-03-03/2025-03-09,2025-03
IND179344,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Maharashtra,Thane,Navi Mumbai,19.0368,73.0158,Free Press Journal (India),"Around 7 March 2025 (as reported), members of Shiv Sena (UBT) held a protest in Navi Mumbai city (Thane, Maharashtra) against a top RSS functionary for his remarks on the usage of Marathi Language in Mumbai.",0,False,2025-03-03/2025-03-09,2025-03
USA78384,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,West Virginia,Monongalia,Morgantown,39.6295,-79.9559,Daily Athenaeum,"On 7 March 2025, a group of people, including students and professors, gathered at West Virginia University in Morgantown (West Virginia) to support scientific research and funding. The event was part of 'Stand Up for Science' action.",0,False,2025-03-03/2025-03-09,2025-03
USA78380,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,North Carolina,Wake,Raleigh,35.781,-78.6392,Herald-Sun (Durham),"On 7 March 2025, hundreds of people gathered in Raleigh (North Carolina) to support scientific research, vaccines, and the NIH. Representative Deborah Ross (D) attended the event. The event was part of 'Stand Up for Science' action.",0,False,2025-03-03/2025-03-09,2025-03
USA78379,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,Virginia,Charlottesville,Charlottesville,38.0293,-78.4767,NBC29,"On 7 March 2025, a group of people, including science professors and members of Indivisible Charlottesville, gathered in Charlottesville (Virginia) to protest against firing government scientists and 'stand up for science.' The event was part of 'Stand Up for Science' action.",0,False,2025-03-03/2025-03-09,2025-03
USA78400,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,North Carolina,Davie,Advance,35.9446,-80.4123,Winston-Salem Journal; WXII12,"On 7 March 2025, about 70 people gathered at Senator Ted Budd's office in Advance (North Carolina) to protest against Elon Musk and to support USAID. Protesters also called for Senator Budd to oppose Trump and Musk.",0,False,2025-03-03/2025-03-09,2025-03
IND179351,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Telangana,Hyderabad,Hyderabad,17.384,78.4563,Deccan Chronicle,"On 7 March 2025, around 400 students led by Students' Protection Forum staged a protest outside the Jawaharlal Nehru Technological University administration building in Hyderabad city (Telangana) against the people entering the university campus under the influence of alcohol and drugs and their rowdy behaviour.",0,False,2025-03-03/2025-03-09,2025-03
IND179363,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Tamil Nadu,Erode,Erode,11.3428,77.7274,The Hindu,"On 7 March 2025, members of TVK staged a protest at Veerappanchatiram bus stop in Erode city (Tamil Nadu) against DMK-led state government for increasing several taxes.",0,False,2025-03-03/2025-03-09,2025-03
USA78351,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,South Carolina,Richland,Columbia,34.0004,-81.0332,Greenville News,"On 7 March 2025, a group of people, including members of South Carolina for Alternatives to the Death Penalty and Racial Justice Network, gathered outside of the South Carolina Department of Corrections in Columbia (South Carolina) to protest against the death penalty ahead of a scheduled execution.",0,False,2025-03-03/2025-03-09,2025-03
USA78350,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,Pennsylvania,Philadelphia,Philadelphia,39.9525,-75.1636,CBS News,"On 7 March 2025, a group of people, including Ukrainian refugees, gathered in Philadelphia (Pennsylvania) to support Ukraine.",0,False,2025-03-03/2025-03-09,2025-03
USA78349,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,South Carolina,Horry,Myrtle Beach,33.6891,-78.8867,WACH,"On 7 March 2025, a group of people gathered outside of the Carolina Forest Rec Center in Myrtle Beach (South Carolina) to protest against Elon Musk, Donald Trump's administration, and Senator Lindsey Graham. Protesters called to 'fight fires, not the poor' while Senator Graham was in the area to see areas impacted by wildfires.",0,False,2025-03-03/2025-03-09,2025-03
IND179394,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Karnataka,Bengaluru Urban,Bengaluru,12.9719,77.5936,Hindustan Times,"Around 7 March 2025 (as reported), people staged a protest in Bengaluru city (Bengaluru Urban, Karnataka) against degrading road conditions and infrastructure. The protesters planted rice saplings in the potholes to mark their protest.",0,False,2025-03-03/2025-03-09,2025-03
IND179404,2025-03-07,2025,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of India (2014-),Meitei Ethnic Militia (India),India,Manipur,Imphal East,Pourabi,24.8592,94.0149,India Today; Twitter,"Weapons seizure: On 7 March 2025, Manipur police and Indian Army retrieved arms and ammunition belonging to unidentified armed assailants (likely Meitei based on geography) from Pourabi village (Imphal East, Manipur) amidst ongoing violence between Meitei and Tribal communities in the state. Recovered items included one 7.62 mm SLR rifle with magazine, one Amogh Carbine with two magazines, two 9mm pistols, one 9 mm pistol with magazine, nineteen 5.56 X30 mm Amogh carbine ammunitions, five 7.62 mm SLR rifle ammunitions, two 36 hand grenades and one 303 rifle bayonet.",0,False,2025-03-03/2025-03-09,2025-03
IND179406,2025-03-07,2025,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of India (2014-),Unidentified Armed Group (India),India,Manipur,Bishnupur,Bishnupur,24.6305,93.7597,India Today,"Weapons seizure: Around 7 March 2025 (as reported), Manipur police and Indian Army retrieved arms and ammunition belonging to unidentified armed assailants from Nepali Basti in Bishnupur district (coded to Bishnupur town, Manipur) amidst ongoing violence between Meitei and Tribal communities in the state. Recovered items included two carbines, two pistols, two rifles, and an improvised mortar, along with ammunition and related items.",0,False,2025-03-03/2025-03-09,2025-03
IND179410,2025-03-07,2025,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of India (2014-),Meitei Ethnic Militia (India),India,Manipur,Thoubal,Langmeithet,24.6324,94.0736,India Today; Twitter,"Weapons seizure: On 7 March 2025, Manipur police and Assam Rifles retrieved arms and ammunition belonging to unidentified armed assailants (likely Meitei based on geography) from Langmeithek Yerum Ching in Langmeithet village (Thoubal, Manipur) amidst ongoing violence between Meitei and Tribal communities in the state. Recovered items included one INSAS rifle with one magazine, one SMG carbine with a magazine, two 12 bore single barrel guns, one revolver, one flare gun, five INSAS live rounds, four 303 live rounds, two 36 HE hand grenades, one INSAS LMG magazine, one INSAS rifle magazine, one binocular, two WT wireless sets, four WT wireless chargers, four bulletproof vests and two bulletproof helmets.",0,False,2025-03-03/2025-03-09,2025-03
IND179359,2025-03-07,2025,Political violence,Riots,Mob violence,Rioters (India),Civilians (India),India,Kerala,Malappuram,Malappuram,11.0401,76.0823,Times of India,"On 7 March 2025, three people of PTB bus assaulted an auto rickshaw driver on the Manjeri-Tirur route near a bus stop at Vadakkemanna in Malappuram town (Kerala) after he picked up passengers from there. The auto driver drove himself to the Malappuram taluk hospital where he collapsed and died. Locals demanded government action, stating that bus staff often attacked auto rickshaw drivers for taking rides.",1,True,2025-03-03/2025-03-09,2025-03
IND179417,2025-03-07,2025,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of India (2014-),Meitei Ethnic Militia (India),India,Manipur,Imphal West,Moidangpok,24.7682,93.8178,India Today; Twitter,"Weapons seizure: On 7 March 2025, Manipur police retrieved arms and ammunition belonging to unidentified armed assailants (likely Meitei based on geography) from Moidangpok village (Imphal West, Manipur) amidst ongoing violence between Meitei and Tribal communities in the state. Recovered items included one .32 pistol, five barrel guns, two tear smoke ammunition, three 9mm live rounds, two .303 live rounds and three HE 36 grenades.",0,False,2025-03-03/2025-03-09,2025-03
USA78401,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,District of Columbia,District of Columbia,Washington DC - National Mall,38.8875,-77.0364,ABC8 (Richmond); NBC4 (Washington D.C.); UAW; Washington Post; WBAL-TV 11,"On 7 March 2025, hundreds of people, including students, scientists, and NIH Fellows Unite (affiliated with UAW), gathered near the Lincoln Memorial in Washington DC - National Mall (District of Columbia) to support scientific research and funding. Senator Chris Van Hollen (D) and Representatives Jamie Raskin (D) and Bill Foster (D) spoke at the event. Demonstrators also protested against Elon Musk. This was part of 'Stand Up for Science' action.",0,False,2025-03-03/2025-03-09,2025-03
IND179303,2025-03-07,2025,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Naxal-Maoist Rebels (India),Civilians (India),India,Chhattisgarh,Narayanpur,Chhotedongar,19.4579,81.3364,Hindustan Times,"On 7 March 2025, a laborer was killed, and another was injured in an IED explosion suspected to be planted by Naxal-Maoist cadres at the Aamdai Ghati iron ore mine under Chhotedongar police station limits (Narayanpur, Chhattisgarh).",1,True,2025-03-03/2025-03-09,2025-03
VEN27184,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),Unknown,Venezuela,Aragua,Girardot,Maracay,10.2354,-67.5911,OVCS: Observatorio Venezolano de Conflictividad Social; Reporte YA,"On 7 March 2025, in Aragua state (coded Maracay), protestors gathered with unspecified demands related to justice, incarcerated persons, housing, and women's right to a life free of violence.",0,False,2025-03-03/2025-03-09,2025-03
GTM8914,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Guatemala),Unknown,Guatemala,Guatemala,Villa Nueva,Villa Nueva,14.5269,-90.5875,ChapinTV.com; La Hora (Guatemala),"On 7 March 2025, in Villa Nueva, Guatemala, dozens of students of a local school and their parents protested in Central de Mayoreo (Cenma), zone 12, against the lack of teachers for their school, claiming that educational activities could not take place without the right personnel.",0,False,2025-03-03/2025-03-09,2025-03
HND10603,2025-03-07,2025,Political violence,Riots,Mob violence,Rioters (Honduras),Rioters (Honduras),Honduras,Francisco Morazan,Distrito Central,Tegucigalpa,14.0818,-87.2068,HCH,"On 7 March 2025, in Tegucigalpa, Francisco Morazan, members of the National Party of Honduras (PNH) clashed with members of the Liberty and Refoundation (LIBRE) Party in the Campo Cielo neighborhood. The confrontation escalated into violence, leaving a woman seriously injured. The cause of the altercation remains unknown. 1 injured.",0,False,2025-03-03/2025-03-09,2025-03
HND10604,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Honduras),Unknown,Honduras,Francisco Morazan,Distrito Central,Tegucigalpa,14.0818,-87.2068,El Heraldo (Honduras),"On 7 March 2025, in Tegucigalpa, Francisco Morazan, around 100 women from various feminist organizations protested outside the National Congress (CN), demanding action against the wave of femicides in Honduras. The demonstrators denounced gender-based violence, impunity, and the lack of government resources for investigating femicides. Protesters called for the approval of laws to protect women, including the Comprehensive Law Against Violence Toward Women and the Purple Alert Law for missing women. Activists criticized the government for ignoring their demands, highlighting that, on average, a woman is killed every 22 hours in Honduras.",0,False,2025-03-03/2025-03-09,2025-03
HND10607,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Honduras),Unknown,Honduras,Francisco Morazan,Distrito Central,Tegucigalpa,14.0818,-87.2068,HCH,"On 7 March 2025, outside Tegucigalpa, Francisco Morazan, residents of Ciudad Tecnologica protested on the southern highway, demanding municipal authorities address a sewage system collapse in their neighborhood. Protesters criticized the municipal water utility (UMAPS) for abandoning wastewater treatment plants eight months ago, leading to an environmental crisis. They called the mayor to intervene and ensure oversight of real estate projects to prevent further infrastructure issues.",0,False,2025-03-03/2025-03-09,2025-03
HND10608,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Honduras),Unknown,Honduras,Francisco Morazan,Distrito Central,Tegucigalpa,14.0818,-87.2068,HCH,"On 7 March 2025, in Tegucigalpa, Francisco Morazan, medical and administrative staff at Hospital Escuela protested demanding payment of 66 days of overdue salaries. Protesters stated they would continue demonstrating until their demands are met.",0,False,2025-03-03/2025-03-09,2025-03
HRV1290,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Croatia),Unknown,Croatia,Primorje-Gorski Kotar,Rijeka,Rijeka,45.3431,14.4092,N1TV Online - Croatia,"On 7 March 2025, seafarers association representatives gathered in Rijeka, protesting against the incrimination of 'Jadrolinija' workers for the 2024 accident in Mali Losinj, where a ship ramp tragically killed three persons, presumably because of the lack of coordination between the workers.",0,False,2025-03-03/2025-03-09,2025-03
HRV1291,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Croatia),Unknown,Croatia,Split-Dalmatia,Split,Split,43.5139,16.4558,N1TV Online - Croatia,"On 7 March 2025, seafarers association representatives gathered in Split, protesting against the incrimination of 'Jadrolinija' workers for the 2024 accident in Mali Losinj, where a ship ramp tragically killed three persons, presumably because of the lack of coordination between the workers.",0,False,2025-03-03/2025-03-09,2025-03
USA78405,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,California,Orange,Laguna Woods,33.6103,-117.7253,Audacy; Orange County Register,"On 7 March 2025, about 200 demonstrators rallied outside Clubhouse 5 in Laguna Woods (California) to protest a convicted Jan. 6 rioter's speaking engagement there. The rally was organized by Laguna Woods Democratic Club.",0,False,2025-03-03/2025-03-09,2025-03
HTI9196,2025-03-07,2025,Political violence,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),Haiti,Ouest,Port-au-Prince,Delmas,18.5447,-72.3028,Le Nouvelliste (Haiti),"On 7 March 2025, in Delmas, Ouest, police forces clashed with gang members in Bas Delmas. Gunshots were heard. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
IDN20530,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Indonesia),Unknown,Indonesia,South Sulawesi,Bone,East Tanete Riattang,-4.529,120.3669,Tribunnews,"On 7 March 2025, dozens of students from HMI protested at the police headquarters in the East Tanete Riattang district (Bone regency, South Sulawesi province). They demanded transparency from the police in handling various cases in the regency.",0,False,2025-03-03/2025-03-09,2025-03
IDN20531,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Indonesia),Unknown,Indonesia,East Nusa Tenggara,Ngada,Bajawa,-8.7847,120.9709,Tribunnews,"On 7 March 2025, members of the GMNI student group protested in front of the police headquarters in Bajawa district (Ngada regency, East Nusa Tenggara province). They demanded a urine test for all police personnel at the Ngada police headquarters following the arrest of the former Ngada's police head for suspected drug abuse.",0,False,2025-03-03/2025-03-09,2025-03
IND179220,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Odisha,Khordha,Bhubaneswar,20.2724,85.8338,Times of India; United News of India,"On 7 March 2025, BJD MLAs, carrying placards, marched from the well of the state assembly to the Mahatma Gandhi statue and staged a dharna (sit-in protest), while INC MLAs also staged a dharna in front of the Mahatma Gandhi statue, in Bhubaneswar city (Khordha, Odisha) demanding that the state government revoke its decision to discontinue the observance of March 5 as Panchayati Raj Diwas.",0,False,2025-03-03/2025-03-09,2025-03
IND179233,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Karnataka,Bengaluru Urban,Bengaluru,12.9719,77.5936,The Hindu,"On 7 March 2025, members of BJP and JD(S) staged a protest at Gandhi statue in Vidhana Soudha in Bengaluru city (Bengaluru Urban, Karnataka) demanding the release of grants to their assembly constituencies in the Karnataka Budget 2025.",0,False,2025-03-03/2025-03-09,2025-03
IND179238,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Puducherry,Puducherry,Puducherry,11.9338,79.8297,The Hindu,"On 7 March 2025, members of CPI staged a protest in front of Oulgaret Municipality in Puducherry city (Puducherry) against the rising number of mosquitoes in Thattanchavady constituency. The protesters held mosquito nets to mark their protest.",0,False,2025-03-03/2025-03-09,2025-03
IND179239,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Kerala,Pathanamthitta,Parakode,9.1474,76.764,The Hindu,"On 7 March 2025, locals led by a CPI(M) minister staged a protest in Parakode village (Pathanamthitta, Kerala) against the sheltering of over 40 stray dogs at a house in the village.",0,False,2025-03-03/2025-03-09,2025-03
IND179273,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (India),Unknown,India,Madhya Pradesh,Bhind,Bhind,26.5598,78.786,Free Press Journal (India),"Around 7 March 2025 (as reported), members of a Hindu organization held a protest at Saroj Nagar area in Bhind city (Madhya Pradesh) after a woman was caught secretly selling Nilgai meat (blue bull).",0,False,2025-03-03/2025-03-09,2025-03
USA78412,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (United States),Unknown,United States,California,San Francisco,San Francisco,37.7793,-122.4193,San Francisco Chronicle,"On 7 March 2025, hundreds of demonstrators gathered at Civic Center Plaza in San Francisco (California) for a 'Stand Up for Science' rally where they called for public health, environmental stewardship, and 'science for all' and protested against Elon Musk and Donald Trump and their federal spending cuts and layoffs. The rally included students, teachers, and state Senator Scott Wiener (D).",0,False,2025-03-03/2025-03-09,2025-03
IDN20529,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Indonesia),Unknown,Indonesia,Papua,Jayapura,Jayapura,-2.5337,140.718,Jubi,"On 7 March 2025, a group of Papuan students from the Puncak Jaya Regency Student and Pupil Community (KMPPJ) protested and held a press conference in Jayapura city (Papua province). They demanded that the government address the clash between rival supporters (likely Papuans based on the location) of local election candidates in the Mulia district earlier this week (coded separately).",0,False,2025-03-03/2025-03-09,2025-03
VEN27186,2025-03-07,2025,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),Unknown,Venezuela,Falcon,Miranda,Coro,11.3947,-69.6801,OVCS: Observatorio Venezolano de Conflictividad Social; Reporte YA,"On 7 March 2025, in Falcon state (coded Coro), protestors gathered with unspecified demands related to justice, incarcerated persons, housing, and women's right to a life free of violence.",0,False,2025-03-03/2025-03-09,2025-03
